date,vsf,eb,edo,eco2,tg,p
2648,0.06525,94.2841,15.4107,2.8784,93.9948,1.0213
2649,0.0654,94.3451,15.448,2.888,94.2326,1.0236
2650,0.06555,94.3811,15.4854,2.9105,94.4711,1.0258
2651,0.06565,94.1903,15.5229,2.9034,94.7099,1.028
2652,0.0657,94.1633,15.5603,2.8901,94.9486,1.0303
2653,0.06575,94.3567,15.5975,2.8458,95.1861,1.0326
2654,0.0657,94.3788,15.6345,2.8719,95.4221,1.035
2655,0.0657,94.1659,15.671,2.9745,95.6555,1.0376
2656,0.0656,94.0352,15.7071,3.0354,95.886,1.0403
2657,0.06555,94.1533,15.7426,2.8773,96.113,1.0433
2658,0.06555,94.1817,15.7775,2.9277,96.336,1.0465
2659,0.0655,94.2477,15.8118,3.0089,96.5555,1.0499
2660,0.0654,93.5917,15.8456,2.961,96.7719,1.0535
2661,0.06525,94.3863,15.8788,3.0432,96.9843,1.0572
2662,0.06505,93.8453,15.9112,2.931,97.192,1.0613
2663,0.0649,93.9995,15.9428,2.9563,97.3941,1.0657
2664,0.0648,93.8863,15.9734,2.8791,97.5903,1.0704
2665,0.0647,94.018,16.0032,2.9292,97.7813,1.0753
2666,0.06455,93.9299,16.0322,3.0652,97.9676,1.0805
2667,0.0645,94.2219,16.0605,3.0162,98.149,1.086
2668,0.06445,94.3953,16.088,2.9736,98.3259,1.0916
2669,0.0645,94.0067,16.115,3.0244,98.4991,1.0973
2670,0.0645,94.0386,16.1415,2.9722,98.6696,1.1031
2671,0.06455,93.9429,16.1677,3.0458,98.8379,1.1089
2672,0.0646,94.2589,16.1936,2.909,99.0045,1.1147
2673,0.0646,93.9384,16.2193,3.0871,99.1696,1.1204
2674,0.06465,94.1168,16.2447,3.0333,99.3331,1.1261
2675,0.0646,93.9825,16.2699,3.0638,99.495,1.1318
2676,0.06465,94.0608,16.2947,2.9933,99.6548,1.1374
2677,0.06475,94.1722,16.3192,2.9613,99.8126,1.1431
2678,0.0648,94.2268,16.3435,2.9627,99.9693,1.1487
2679,0.06485,93.8833,16.3677,2.927,100.1252,1.1542
2680,0.065,93.9217,16.3917,3.0549,100.28,1.1596
2681,0.0651,93.9645,16.4156,2.96,100.4345,1.1649
2682,0.06525,93.9594,16.4396,3.1248,100.5892,1.17
2683,0.0654,94.1706,16.4636,3.0225,100.7443,1.175
2684,0.0655,93.9654,16.4878,3.1363,100.9002,1.1797
2685,0.06565,93.9114,16.512,3.0611,101.0565,1.1843
2686,0.06585,93.6477,16.5362,3.0064,101.2134,1.1887
2687,0.066,93.9693,16.5607,3.0781,101.3715,1.1929
2688,0.0662,94.0962,16.5853,3.1701,101.5308,1.1969
2689,0.0663,94.1569,16.6102,3.0551,101.6916,1.2007
2690,0.06645,94.1172,16.6352,3.0638,101.8534,1.2043
2691,0.0666,93.8786,16.6603,3.11,102.0158,1.2078
2692,0.06675,93.8431,16.6854,3.1195,102.1789,1.2112
2693,0.067,94.1879,16.7108,3.0678,102.3429,1.2144
2694,0.0673,93.5155,16.7363,3.1335,102.5084,1.2175
2695,0.0677,94.1353,16.7623,3.0582,102.6767,1.2202
2696,0.068,93.9351,16.7889,3.0961,102.8492,1.2226
2697,0.0682,93.7295,16.8161,3.1777,103.0263,1.2246
2698,0.06835,93.9639,16.8439,3.1696,103.2065,1.2264
2699,0.06845,93.7255,16.872,3.2065,103.3886,1.228
2700,0.06845,94.0449,16.9001,3.1585,103.5714,1.2295
2701,0.06855,94.1338,16.9281,3.1723,103.7534,1.2312
2702,0.06865,94.1128,16.9559,3.0899,103.9342,1.2329
2703,0.06875,93.7942,16.9836,3.1586,104.1144,1.2347
2704,0.06885,93.6629,17.0113,3.1726,104.2941,1.2365
2705,0.0689,93.6544,17.0388,3.1323,104.4733,1.2384
2706,0.069,93.6132,17.0662,3.2393,104.6518,1.2403
2707,0.0691,93.6707,17.0935,3.2338,104.8295,1.2422
2708,0.06915,93.3997,17.1207,3.1319,105.0066,1.2442
2709,0.0693,93.8276,17.1477,3.0902,105.1829,1.2463
2710,0.0695,93.8481,17.1747,3.0674,105.3588,1.2483
2711,0.0697,93.7008,17.2018,3.174,105.5354,1.2503
2712,0.06985,93.5777,17.229,3.1175,105.7133,1.2521
2713,0.06995,93.7091,17.2565,3.1343,105.8923,1.2539
2714,0.06995,93.5927,17.2839,3.2493,106.0719,1.2556
2715,0.0699,93.6335,17.3113,3.1278,106.2506,1.2573
2716,0.06995,93.7787,17.3383,3.2051,106.4271,1.2593
2717,0.0701,93.779,17.365,3.1524,106.6014,1.2614
2718,0.07035,93.4518,17.3914,3.1194,106.7747,1.2635
2719,0.07065,93.8127,17.4181,3.266,106.9489,1.2656
2720,0.071,93.533,17.4451,3.2533,107.1256,1.2674
2721,0.07125,93.4145,17.4726,3.2478,107.3059,1.2689
2722,0.07155,93.1603,17.5007,3.2196,107.4898,1.2701
2723,0.07185,93.3501,17.5292,3.2101,107.677,1.2712
2724,0.07215,93.5651,17.5583,3.2184,107.8676,1.2719
2725,0.07245,93.4235,17.5879,3.2695,108.0618,1.2725
2726,0.07265,93.2154,17.618,3.2264,108.2595,1.2728
2727,0.0728,93.6755,17.6485,3.1861,108.4599,1.273
2728,0.07295,93.7662,17.6793,3.1876,108.6617,1.2731
2729,0.073,93.4564,17.7101,3.3279,108.8642,1.2733
2730,0.073,93.5368,17.7409,3.2514,109.0664,1.2736
2731,0.073,93.6967,17.7714,3.1515,109.267,1.2741
2732,0.0731,93.3824,17.8015,3.2226,109.4653,1.2748
2733,0.07315,93.3427,17.8314,3.237,109.6617,1.2757
2734,0.07325,93.5583,17.861,3.2939,109.8566,1.2768
2735,0.0733,93.4307,17.8904,3.3561,110.0503,1.278
2736,0.0733,93.374,17.9196,3.3522,110.2428,1.2793
2737,0.0732,93.3733,17.9485,3.271,110.4333,1.2808
2738,0.07305,93.4571,17.9769,3.2642,110.6208,1.2826
2739,0.07295,93.6204,18.0046,3.3122,110.8037,1.2847
2740,0.07285,93.5196,18.0316,3.3282,110.9817,1.2872
2741,0.07285,93.6538,18.0578,3.3152,111.155,1.2901
2742,0.0728,93.6377,18.0835,3.2984,111.3244,1.2932
2743,0.0728,93.4761,18.1086,3.2557,111.4905,1.2966
2744,0.0728,93.3591,18.1332,3.2542,111.6534,1.3001
2745,0.0728,93.3165,18.1574,3.302,111.8137,1.3038
2746,0.07285,93.5052,18.1813,3.2679,111.9715,1.3076
2747,0.073,93.5794,18.2048,3.246,112.1272,1.3115
2748,0.07315,93.4816,18.2282,3.3276,112.2822,1.3154
2749,0.0734,93.4938,18.2516,3.2233,112.4374,1.3191
2750,0.07365,93.2561,18.2752,3.3257,112.5939,1.3227
2751,0.07395,93.2224,18.2992,3.3827,112.7529,1.3259
2752,0.0742,92.9679,18.3236,3.3279,112.9149,1.3288
2753,0.07455,93.6029,18.3485,3.2882,113.0802,1.3314
2754,0.0749,93.1378,18.3739,3.3019,113.2491,1.3336
2755,0.07535,93.3364,18.4,3.339,113.4225,1.3354
2756,0.07575,93.456,18.4269,3.3256,113.6013,1.3368
2757,0.0762,93.2359,18.4547,3.2886,113.786,1.3377
2758,0.0766,92.9346,18.4834,3.4022,113.9768,1.3381
2759,0.07695,92.8686,18.5129,3.4174,114.1735,1.3382
2760,0.0773,93.3575,18.5433,3.3501,114.3755,1.3379
2761,0.0776,92.962,18.5743,3.4127,114.5821,1.3373
2762,0.0779,93.1448,18.6059,3.359,114.7927,1.3365
2763,0.07815,93.2306,18.638,3.466,115.0067,1.3356
2764,0.07835,93.2753,18.6706,3.3184,115.2236,1.3346
2765,0.07855,93.0948,18.7034,3.3197,115.4425,1.3336
2766,0.0788,93.1094,18.7364,3.4448,115.6627,1.3326
2767,0.07895,93.015,18.7696,3.441,115.8844,1.3316
2768,0.07905,93.0194,18.8029,3.4048,116.1071,1.3306
2769,0.07905,92.9046,18.8362,3.4551,116.3299,1.3298
2770,0.07905,92.8824,18.8694,3.5135,116.5513,1.3292
2771,0.079,92.9383,18.9021,3.3822,116.7702,1.3288
2772,0.0789,92.8873,18.9343,3.3681,116.986,1.3288
2773,0.0787,92.973,18.9659,3.5628,117.1977,1.3292
2774,0.07855,93.053,18.9967,3.397,117.404,1.33
2775,0.0783,92.967,19.0266,3.2916,117.6043,1.3314
2776,0.07815,93.118,19.0555,3.4651,117.7979,1.3333
2777,0.07805,92.9323,19.0833,3.376,117.9847,1.3357
2778,0.078,93.1883,19.1103,3.4282,118.1657,1.3385
2779,0.0779,92.806,19.1365,3.4042,118.342,1.3417
2780,0.07785,92.9979,19.1621,3.4354,118.5139,1.3452
2781,0.0778,92.7523,19.187,3.5054,118.6816,1.3489
2782,0.07775,92.8421,19.2114,3.497,118.8454,1.3529
2783,0.07765,92.8138,19.2352,3.4293,119.0057,1.357
2784,0.07765,93.0524,19.2584,3.395,119.1619,1.3614
2785,0.07765,92.9188,19.2811,3.5966,119.3146,1.366
2786,0.07755,92.8393,19.3033,3.4915,119.4643,1.3708
2787,0.07755,92.9863,19.325,3.3868,119.6108,1.3756
2788,0.0776,92.9622,19.3462,3.5145,119.754,1.3807
2789,0.0777,92.9014,19.3671,3.4882,119.8948,1.3857
2790,0.0778,92.7589,19.3878,3.4708,120.0343,1.3908
2791,0.07785,93.0721,19.4083,3.522,120.1734,1.3957
2792,0.07795,92.9788,19.4288,3.4565,120.3117,1.4005
2793,0.0781,93.0548,19.4492,3.4839,120.4495,1.4053
2794,0.07815,93.1648,19.4695,3.4011,120.5873,1.4099
2795,0.07825,92.7304,19.4899,3.5091,120.725,1.4144
2796,0.07825,92.9762,19.5102,3.495,120.8623,1.4188
2797,0.0782,92.7256,19.5303,3.3497,120.9985,1.4232
2798,0.0782,92.8808,19.55,3.3567,121.1325,1.4276
2799,0.078275,92.9445,19.5694,3.5566,121.2639,1.4322
2800,0.07825,92.6897,19.5885,3.4694,121.3934,1.4369
2801,0.078175,92.7046,19.6073,3.5082,121.5211,1.4415
2802,0.0781,92.9646,19.6257,3.4514,121.646,1.4463
2803,0.078125,92.9434,19.6435,3.5165,121.7674,1.4514
2804,0.0781,93.0806,19.6609,3.4662,121.8857,1.4565
2805,0.078075,92.6191,19.678,3.6175,122.0015,1.4617
2806,0.07815,93.0243,19.6946,3.5751,122.1147,1.467
2807,0.078175,93.0082,19.7109,3.404,122.226,1.4723
2808,0.0782,93.1681,19.7271,3.6236,122.336,1.4776
2809,0.078275,92.9163,19.743,3.529,122.4444,1.4829
2810,0.07835,92.9479,19.7587,3.5594,122.5518,1.4881
2811,0.078475,92.9138,19.7744,3.604,122.6585,1.4932
2812,0.07865,92.7471,19.79,3.5699,122.7651,1.4982
2813,0.078825,92.9687,19.8057,3.6164,122.8726,1.5029
2814,0.07905,92.6332,19.8217,3.499,122.9815,1.5073
2815,0.079325,92.7205,19.8379,3.4847,123.0926,1.5113
2816,0.07965,92.8601,19.8546,3.5756,123.2068,1.5149
2817,2.22E-16,94.1426,6.2573,1.5939,36.839,0.0077235
2818,0.0531,96.7055,6.418,1.5949,37.7916,0.015724
2819,0.0532,96.5092,6.5003,1.6106,38.2797,0.028364
2820,0.05325,96.3215,6.5911,1.5673,38.8183,0.039905
2821,0.0532,96.4374,6.6835,1.5285,39.3665,0.050942
2822,0.0531,96.2692,6.7768,1.6334,39.9198,0.06168
2823,0.05295,96.2117,6.8696,1.7028,40.4704,0.072285
2824,0.0528,96.0673,6.9607,1.672,41.0116,0.082756
2825,0.0527,96.1147,7.0506,1.7146,41.5454,0.093062
2826,0.0526,96.5736,7.1396,1.6935,42.0739,0.10322
2827,0.05255,96.6291,7.2272,1.7456,42.5946,0.11323
2828,0.05255,96.0886,7.3137,1.7989,43.1085,0.12306
2829,0.0526,96.2123,7.3998,1.6662,43.6206,0.13271
2830,0.05275,96.2301,7.4853,1.6749,44.1289,0.14223
2831,0.0529,96.135,7.5697,1.6926,44.6308,0.15156
2832,0.053,96.4863,7.6538,1.834,45.1311,0.16065
2833,0.0531,96.2375,7.7381,1.8291,45.6333,0.16956
2834,0.05325,96.0281,7.822,1.7505,46.1325,0.17837
2835,0.05345,95.9049,7.905,1.8288,46.6269,0.18701
2836,0.0536,96.0959,7.988,1.7414,47.1215,0.19548
2837,0.05375,96.0664,8.0711,1.8218,47.6163,0.20382
2838,0.0539,95.812,8.1534,1.971,48.1073,0.21204
2839,0.0541,96.1262,8.2356,1.8431,48.5969,0.2201
2840,0.0544,95.9927,8.3178,1.906,49.0875,0.22806
2841,0.05475,96.1905,8.3997,1.9005,49.5758,0.2359
2842,0.0551,95.9026,8.4812,1.8763,50.0624,0.24355
2843,0.0555,95.9849,8.5634,1.8371,50.5528,0.25097
2844,0.05595,95.7518,8.6463,1.8,51.0477,0.25826
2845,0.0563,95.8414,8.7292,1.9033,51.5426,0.26541
2846,0.05665,96.0104,8.8121,1.8902,52.0382,0.27235
2847,0.05695,96.0005,8.8957,1.8787,52.5379,0.27912
2848,0.05715,95.748,8.9798,2.0035,53.0405,0.28579
2849,0.05725,96.1457,9.0634,1.9278,53.5406,0.2924
2850,0.05725,95.6777,9.1467,1.9991,54.0392,0.29891
2851,0.0573,95.8843,9.23,2.0232,54.5371,0.3054
2852,0.0574,95.7001,9.3125,1.9922,55.0309,0.31193
2853,0.05755,95.5916,9.394,2.045,55.5191,0.31843
2854,0.0577,95.9264,9.4754,2.1321,56.0065,0.32486
2855,0.0578,95.6417,9.5567,1.9576,56.4941,0.3313
2856,0.0579,95.5442,9.6372,2.0201,56.9766,0.33776
2857,0.05805,95.5414,9.7169,2.0359,57.4543,0.34412
2858,0.0582,95.5941,9.7967,1.9901,57.9326,0.35038
2859,0.05835,95.5183,9.8763,2.0898,58.4105,0.35665
2860,0.05845,95.5182,9.9553,2.15,58.8843,0.36288
2861,0.0586,95.4493,10.034,2.2462,59.3571,0.36906
2862,0.0587,95.2927,10.1128,2.2086,59.83,0.37525
2863,0.05885,95.4445,10.1907,2.2051,60.298,0.38146
2864,0.0589,95.1716,10.2678,2.0837,60.7619,0.38759
2865,0.059,95.375,10.345,2.2051,61.2259,0.39365
2866,0.05905,95.4014,10.4219,2.2415,61.6884,0.39974
2867,0.05905,95.4357,10.4979,2.1709,62.1456,0.40583
2868,0.05915,95.5104,10.5735,2.2342,62.6002,0.4119
2869,0.05935,95.1378,10.6488,2.1108,63.0536,0.41802
2870,0.0596,95.1206,10.7234,2.2658,63.503,0.42415
2871,0.0598,95.6412,10.7976,2.1163,63.9495,0.43017
2872,0.06,95.7216,10.872,2.1399,64.398,0.43606
2873,0.06015,95.3976,10.9465,2.2071,64.8471,0.44193
2874,0.0603,95.1351,11.0204,2.2503,65.2927,0.44778
2875,0.0604,95.3004,11.0941,2.3925,65.7372,0.45353
2876,0.06045,95.207,11.1678,2.3274,66.1822,0.45927
2877,0.06045,94.817,11.2409,2.2789,66.6236,0.46507
2878,0.0605,95.1648,11.3131,2.3537,67.0595,0.47087
2879,0.06055,95.1057,11.385,2.3156,67.4939,0.47665
2880,0.0606,95.1861,11.4566,2.282,67.9265,0.48251
2881,0.0606,95.1201,11.5272,2.3064,68.3533,0.48842
2882,0.0607,94.4974,11.5971,2.3296,68.7758,0.4943
2883,0.0607,94.8688,11.6669,2.3833,69.1977,0.50016
2884,0.06075,94.8018,11.736,2.3767,69.6163,0.5061
2885,0.0608,94.9039,11.8043,2.3999,70.0294,0.51204
2886,0.06095,94.6966,11.8723,2.4191,70.4411,0.51795
2887,0.06115,94.9412,11.9401,2.2612,70.8523,0.52391
2888,0.0613,94.82,12.0073,2.4591,71.2596,0.52989
2889,0.0614,95.0526,12.0741,2.4034,71.664,0.53574
2890,0.0615,94.805,12.1409,2.4402,72.0695,0.54149
2891,0.06155,95.0057,12.2075,2.4974,72.4735,0.54726
2892,0.06165,94.664,12.2734,2.468,72.8731,0.55302
2893,0.06175,94.5491,12.3391,2.4443,73.2719,0.55872
2894,0.0619,94.6845,12.4047,2.5703,73.6704,0.56449
2895,0.0621,94.9478,12.4696,2.5181,74.0645,0.5703
2896,0.0624,95.0178,12.534,2.4474,74.4561,0.57598
2897,0.0627,94.6879,12.5988,2.5123,74.8501,0.58151
2898,0.06295,95.031,12.6638,2.4839,75.2456,0.58696
2899,0.0632,94.7311,12.7287,2.6718,75.6401,0.59228
2900,0.0634,94.7388,12.7939,2.4655,76.0369,0.59745
2901,0.06355,94.6457,12.8594,2.6215,76.4357,0.60261
2902,0.0636,94.5946,12.9244,2.4913,76.8315,0.6078
2903,0.0637,94.7191,12.9888,2.4992,77.2238,0.61291
2904,0.0638,94.7476,13.0532,2.5189,77.6164,0.61798
2905,0.06395,94.6073,13.1173,2.4989,78.0072,0.62311
2906,0.06405,94.1818,13.1807,2.5897,78.3943,0.62822
2907,0.0642,94.9727,13.2442,2.5514,78.7814,0.63327
2908,0.0643,94.4333,13.3076,2.6058,79.1688,0.6384
2909,0.0644,94.9159,13.3704,2.6448,79.5521,0.64359
2910,0.06455,94.7523,13.4326,2.4922,79.9318,0.64873
2911,0.06475,94.1084,13.4948,2.5152,80.3122,0.65379
2912,0.0649,94.5453,13.5569,2.7002,80.692,0.65887
2913,0.06505,94.5781,13.6186,2.599,81.069,0.6639
2914,0.0651,94.6438,13.6803,2.5835,81.4468,0.66884
2915,0.06515,94.5986,13.742,2.6256,81.8242,0.67387
2916,0.06515,94.5957,13.8028,2.6682,82.1968,0.679
2917,0.0651,94.5367,13.863,2.5941,82.5654,0.68413
2918,0.06505,94.5426,13.9229,2.6788,82.9323,0.68932
2919,0.06505,94.755,13.982,2.7104,83.2946,0.69469
2920,0.06515,94.5566,14.0401,2.6905,83.651,0.70014
2921,0.0653,94.4205,14.098,2.6975,84.0059,0.70558
2922,0.0655,94.4387,14.1556,2.6218,84.3598,0.71109
2923,0.06575,94.5338,14.2128,2.6746,84.7107,0.71657
2924,0.06605,94.3978,14.2699,2.6565,85.0616,0.72189
2925,0.06625,94.2433,14.3274,2.7403,85.4152,0.72708
2926,0.06645,94.1863,14.385,2.7224,85.769,0.73219
2927,0.0666,94.3938,14.4424,2.7218,86.1218,0.7372
2928,0.06685,94.4818,14.4999,2.7215,86.4758,0.74211
2929,0.06705,94.5181,14.5575,2.7487,86.8302,0.74702
2930,0.0672,94.4355,14.6148,2.7201,87.1828,0.75187
2931,0.06735,94.1369,14.672,2.7614,87.5353,0.7566
2932,0.0675,94.3768,14.7293,2.7041,87.8884,0.76129
2933,0.06765,94.056,14.7863,2.8112,88.2398,0.76599
2934,0.0679,94.1837,14.8431,2.7503,88.5899,0.77063
2935,0.0682,93.9497,14.9,2.7378,88.941,0.77521
2936,0.0685,94.379,14.957,2.88,89.2929,0.77973
2937,0.0689,94.2105,15.0141,2.7739,89.645,0.78414
2938,0.0693,94.2579,15.0715,2.8682,89.9999,0.78833
2939,0.0696,94.0499,15.1295,2.8472,90.3585,0.79235
2940,0.0698,94.0993,15.1879,2.9863,90.719,0.79621
2941,0.07005,93.843,15.2463,2.745,91.0806,0.79995
2942,0.07035,93.7795,15.305,2.9082,91.4437,0.80363
2943,0.07055,93.8022,15.3638,2.9193,91.8077,0.80725
2944,0.0707,94.2565,15.4226,2.9365,92.1719,0.81082
2945,0.0709,93.9923,15.4815,2.9033,92.5362,0.81437
2946,0.0711,93.8564,15.5402,2.9034,92.9003,0.81794
2947,0.07125,93.8058,15.5988,2.9856,93.2635,0.82152
2948,0.0713,93.6918,15.6573,2.8672,93.6262,0.82508
2949,0.0714,94.0729,15.7155,2.8903,93.9876,0.82872
2950,0.07145,94.005,15.7733,2.9454,94.3466,0.83244
2951,0.07155,93.9021,15.8307,2.9736,94.7031,0.83624
2952,0.07165,93.8837,15.8878,2.8483,95.0575,0.84013
2953,0.0717,94.0118,15.9444,2.9787,95.4099,0.84409
2954,0.07165,93.9719,16.0007,2.9842,95.7596,0.84814
2955,0.07155,94.0167,16.0563,2.9802,96.106,0.85231
2956,0.0714,93.595,16.1113,2.9813,96.4479,0.85667
2957,0.0712,93.6508,16.1653,2.9691,96.7842,0.86126
2958,0.071,93.958,16.2182,3.1025,97.114,0.86612
2959,0.0709,93.9373,16.27,3.1144,97.4369,0.87127
2960,0.07085,93.9325,16.3207,2.9712,97.7533,0.87666
2961,0.07075,93.764,16.3706,3.0522,98.0643,0.88224
2962,0.0706,93.7778,16.4196,3.0485,98.3704,0.88797
2963,0.07055,93.677,16.4678,3.0933,98.671,0.8939
2964,0.07045,93.7211,16.515,3.0447,98.9663,0.89998
2965,0.0704,93.954,16.5615,3.0295,99.2567,0.90622
2966,0.0703,93.7697,16.6072,3.0666,99.5424,0.91257
2967,0.07025,93.7551,16.6521,2.9884,99.8234,0.91906
2968,0.07025,93.7771,16.6963,3.0638,100.0998,0.92567
2969,0.0703,93.4214,16.7398,2.9737,100.3721,0.93234
2970,0.0704,94.0352,16.7828,3.1772,100.6415,0.93903
2971,0.0704,93.5909,16.8254,3.0675,100.9088,0.94567
2972,0.0704,94.0319,16.8677,3.1455,101.1738,0.95228
2973,0.07045,93.6622,16.9095,3.225,101.436,0.95889
2974,0.0706,93.7654,16.9509,3.062,101.6956,0.9655
2975,0.07075,93.5633,16.992,3.0995,101.9537,0.97203
2976,0.07095,93.904,17.033,3.0902,102.2112,0.97843
2977,0.0711,93.6361,17.074,3.1128,102.4688,0.98466
2978,0.07125,93.606,17.115,3.1954,102.7264,0.99073
2979,0.07135,93.685,17.156,3.0292,102.984,0.99666
2980,0.07145,93.7652,17.1968,3.2158,103.241,1.0025
2981,0.07155,93.3942,17.2375,3.1982,103.4971,1.0082
2982,0.07165,93.3288,17.278,3.1723,103.7521,1.0139
2983,0.0717,93.6647,17.3183,3.2046,104.0059,1.0195
2984,0.07185,93.5836,17.3584,3.1515,104.2582,1.0251
2985,0.07195,93.2288,17.3982,3.2594,104.5094,1.0306
2986,0.07215,93.6724,17.4379,3.1915,104.7597,1.036
2987,0.07235,93.3961,17.4775,3.1552,105.0097,1.0414
2988,0.0726,93.5637,17.5172,3.1738,105.2602,1.0465
2989,0.07275,93.6612,17.557,3.288,105.5117,1.0515
2990,0.0729,93.6069,17.597,3.2116,105.7641,1.0563
2991,0.07315,93.3243,17.6369,3.1996,106.0166,1.061
2992,0.0734,93.4118,17.677,3.2483,106.2698,1.0655
2993,0.0737,93.5536,17.7172,3.2199,106.5244,1.0699
2994,0.07395,93.5851,17.7578,3.2532,106.7809,1.074
2995,0.07415,93.4574,17.7986,3.2276,107.0394,1.0779
2996,0.07435,93.599,17.8396,3.2737,107.2994,1.0817
2997,0.0746,93.4813,17.8808,3.3302,107.5602,1.0853
2998,0.07485,93.3957,17.9221,3.23,107.8222,1.0889
2999,0.07505,93.1673,17.9637,3.3006,108.0857,1.0922
3000,0.07525,93.3204,18.0054,3.2419,108.3503,1.0955
3001,0.0754,93.3813,18.0472,3.2522,108.6157,1.0986
3002,0.07555,93.4171,18.089,3.2753,108.8815,1.1018
3003,0.07565,93.2241,18.1308,3.2688,109.1471,1.1049
3004,0.0757,93.1963,18.1725,3.2562,109.412,1.108
3005,0.07575,93.3907,18.2139,3.2125,109.6754,1.1112
3006,0.0757,93.4124,18.255,3.2391,109.9368,1.1145
3007,0.0757,93.1972,18.2956,3.3424,110.1953,1.1179
3008,0.0756,93.0649,18.3356,3.4038,110.4503,1.1216
3009,0.07555,93.1834,18.375,3.2462,110.7014,1.1254
3010,0.07555,93.2117,18.4137,3.2972,110.9481,1.1295
3011,0.0755,93.2778,18.4518,3.3789,111.191,1.1338
3012,0.0754,92.6158,18.4893,3.3315,111.4303,1.1382
3013,0.07525,93.4167,18.5261,3.4143,111.6652,1.1429
3014,0.07505,92.8708,18.5621,3.3025,111.8951,1.1478
3015,0.0749,93.026,18.5971,3.3283,112.1188,1.1531
3016,0.0748,92.9115,18.6311,3.2516,112.3364,1.1587
3017,0.0747,93.044,18.6642,3.3023,112.5483,1.1645
3018,0.07455,92.9547,18.6965,3.4387,112.7551,1.1706
3019,0.0745,93.2489,18.728,3.3901,112.9566,1.177
3020,0.07445,93.4235,18.7587,3.348,113.1533,1.1835
3021,0.0745,93.0314,18.7888,3.3993,113.3458,1.1902
3022,0.0745,93.0634,18.8183,3.3474,113.5352,1.1969
3023,0.07455,92.9668,18.8474,3.4215,113.7221,1.2036
3024,0.0746,93.2852,18.8762,3.2851,113.9068,1.2102
3025,0.0746,92.9618,18.9047,3.4636,114.0898,1.2169
3026,0.07465,93.1416,18.9329,3.4102,114.2707,1.2234
3027,0.0746,93.006,18.9607,3.4411,114.4496,1.23
3028,0.07465,93.0848,18.9881,3.371,114.6261,1.2366
3029,0.07475,93.1969,19.0152,3.3393,114.8002,1.2431
3030,0.0748,93.2518,19.042,3.3411,114.9728,1.2496
3031,0.07485,92.9052,19.0686,3.3058,115.1442,1.256
3032,0.075,92.944,19.095,3.4339,115.3143,1.2623
3033,0.0751,92.987,19.1213,3.3394,115.4837,1.2685
3034,0.07525,92.9819,19.1475,3.5045,115.6528,1.2745
3035,0.0754,93.1948,19.1738,3.4026,115.822,1.2803
3036,0.0755,92.9878,19.2001,3.5166,115.9917,1.2859
3037,0.07565,92.9332,19.2264,3.4418,116.1615,1.2913
3038,0.07585,92.6672,19.2527,3.3873,116.3314,1.2966
3039,0.076,92.9914,19.2791,3.4593,116.5022,1.3016
3040,0.0762,93.1192,19.3057,3.5516,116.674,1.3064
3041,0.0763,93.1803,19.3324,3.4368,116.8469,1.311
3042,0.07645,93.14,19.3592,3.4458,117.0204,1.3154
3043,0.0766,92.8994,19.3861,3.4923,117.1942,1.3197
3044,0.07675,92.8634,19.413,3.502,117.3685,1.3238
3045,0.077,93.2112,19.4399,3.4505,117.5433,1.3278
3046,0.0773,92.5331,19.4671,3.5165,117.7192,1.3316
3047,0.0777,93.1579,19.4946,3.4414,117.8977,1.3352
3048,0.078,92.9559,19.5227,3.4795,118.08,1.3383
3049,0.0782,92.7484,19.5514,3.5613,118.2666,1.341
3050,0.07835,92.9846,19.5806,3.5534,118.4562,1.3434
3051,0.07845,92.7439,19.61,3.5906,118.6472,1.3457
3052,0.07845,93.0658,19.6395,3.5427,118.8387,1.3479
3053,0.07855,93.1551,19.6688,3.5567,119.0291,1.3502
3054,0.07865,93.1336,19.6978,3.4745,119.218,1.3526
3055,0.07875,92.812,19.7267,3.5434,119.406,1.355
3056,0.07885,92.6794,19.7554,3.5575,119.5932,1.3575
3057,0.0789,92.6707,19.7841,3.5173,119.7796,1.36
3058,0.079,92.6289,19.8125,3.6245,119.965,1.3625
3059,0.0791,92.6868,19.8407,3.6191,120.1493,1.3651
3060,0.07915,92.4132,19.8689,3.5174,120.3327,1.3677
3061,0.0793,92.8446,19.8968,3.4758,120.5151,1.3704
3062,0.0795,92.8653,19.9246,3.4532,120.6968,1.3731
3063,0.0797,92.7167,19.9525,3.5598,120.8788,1.3757
3064,0.07985,92.5924,19.9805,3.5034,121.062,1.3781
3065,0.07995,92.7247,20.0086,3.5203,121.246,1.3804
3066,0.07995,92.6072,20.0368,3.6354,121.4303,1.3827
3067,0.0799,92.6483,20.0648,3.5141,121.6136,1.385
3068,0.07995,92.7947,20.0924,3.5914,121.7943,1.3875
3069,0.0801,92.7951,20.1196,3.5388,121.9725,1.3902
3070,0.08035,92.4653,20.1466,3.5059,122.1495,1.3929
3071,0.08065,92.8294,20.1736,3.6525,122.3271,1.3955
3072,0.081,92.5475,20.201,3.6399,122.507,1.3979
3073,0.08125,92.4281,20.229,3.6344,122.6903,1.3999
3074,0.08155,92.172,20.2574,3.6063,122.8769,1.4017
3075,0.08185,92.3634,20.2862,3.5968,123.0667,1.4031
3076,0.08215,92.5805,20.3156,3.6052,123.2597,1.4043
3077,0.08245,92.4379,20.3454,3.6564,123.4561,1.4053
3078,0.08265,92.2283,20.3758,3.6133,123.6557,1.406
